Sample	Pipeline	Recall	Precision	F1score	Recall_avg	Precision_avg	F1_avg	Shape
SRR13076393	BWA_DeepVariant	0.226345	0.586538	0.32664	0.2234591111111111	0.5951074444444445	0.32489377777777784	v
SRR13076393	BWA_DRAGEN-C	0.875696	0.722818	0.791946	0.9538238888888889	0.6777013333333334	0.7916030000000001	v
SRR13076393	BWA_Mutect2	0.884972	0.613111	0.724374	0.9505257777777777	0.5344727777777778	0.6823222222222223	v
SRR13076393	BWA_TNscope	0.853432	0.729002	0.786325	0.9107400000000001	0.655481888888889	0.7612432222222223	v
SRR13076393	DRAGEN-A_DeepVariant	0.2282	0.597087	0.330201	0.2234591111111111	0.5908916666666666	0.324233	v
SRR13076393	DRAGEN-A_DRAGEN-C	0.877551	0.721037	0.791632	0.9544423333333333	0.6764354444444445	0.7910032222222223	v
SRR13076393	DRAGEN-A_Mutect2	0.884972	0.621094	0.729916	0.9503194444444445	0.5385543333333334	0.6854186666666666	v
SRR13076393	DRAGEN-A_TNscope	0.855288	0.713622	0.778059	0.9086786666666666	0.6455964444444445	0.7539108888888888	v
SRR13076393	DRAGMAP_DeepVariant	0.230056	0.593301	0.331551	0.22510822222222224	0.5952742222222223	0.32665822222222224	v
SRR13076393	DRAGMAP_DRAGEN-C	0.881262	0.721884	0.793651	0.9548547777777778	0.6751362222222222	0.7902443333333333	v
SRR13076393	DRAGMAP_Mutect2	0.884972	0.617876	0.727689	0.9507318888888889	0.532509	0.680637	v
SRR13076393	DRAGMAP_TNscope	0.857143	0.712963	0.778433	0.911977	0.6396574444444444	0.7508196666666667	v
SRR13076393	HISAT2_Mutect2	0.80705	0.729866	0.76652	0.880437	0.6191358888888889	0.7227721111111111	v
SRR13076393	HISAT2_TNscope	0.77551	0.749104	0.762078	0.825396888888889	0.695769	0.7537045555555555	v
SRR13076394	Bowtie2_DeepVariant	0.200371	0.565445	0.29589	0.19521744444444444	0.5626706666666667	0.28981511111111113	v
SRR13076394	Bowtie2_DRAGEN-C	0.931354	0.686731	0.790551	0.9358894444444444	0.6579672222222221	0.7709862222222222	v
SRR13076394	Bowtie2_Mutect2	0.929499	0.541037	0.683959	0.9299114444444443	0.5381102222222222	0.6808946666666666	v
SRR13076394	Bowtie2_TNscope	0.881262	0.663408	0.756972	0.8847661111111113	0.6256378888888889	0.7321757777777778	v
SRR13076394	BWA_DeepVariant	0.226345	0.600985	0.328841	0.2234591111111111	0.5951074444444445	0.32489377777777784	v
SRR13076394	BWA_DRAGEN-C	0.940631	0.683288	0.791569	0.9538238888888889	0.6777013333333334	0.7916030000000001	v
SRR13076394	BWA_Mutect2	0.946197	0.555556	0.700069	0.9505257777777777	0.5344727777777778	0.6823222222222223	v
SRR13076394	BWA_TNscope	0.907236	0.683916	0.779904	0.9107400000000001	0.655481888888889	0.7612432222222223	v
SRR13076394	DRAGEN-A_DeepVariant	0.231911	0.603865	0.335121	0.2234591111111111	0.5908916666666666	0.324233	v
SRR13076394	DRAGEN-A_DRAGEN-C	0.940631	0.6751	0.786047	0.9544423333333333	0.6764354444444445	0.7910032222222223	v
SRR13076394	DRAGEN-A_Mutect2	0.946197	0.566038	0.708333	0.9503194444444445	0.5385543333333334	0.6854186666666666	v
SRR13076394	DRAGEN-A_TNscope	0.907236	0.674483	0.773734	0.9086786666666666	0.6455964444444445	0.7539108888888888	v
SRR13076394	DRAGMAP_DeepVariant	0.231911	0.606796	0.33557	0.22510822222222224	0.5952742222222223	0.32665822222222224	v
SRR13076394	DRAGMAP_DRAGEN-C	0.938776	0.677376	0.786936	0.9548547777777778	0.6751362222222222	0.7902443333333333	v
SRR13076394	DRAGMAP_Mutect2	0.946197	0.556161	0.700549	0.9507318888888889	0.532509	0.680637	v
SRR13076394	DRAGMAP_TNscope	0.907236	0.672627	0.772512	0.911977	0.6396574444444444	0.7508196666666667	v
SRR13076394	HISAT2_Mutect2	0.881262	0.688406	0.772986	0.880437	0.6191358888888889	0.7227721111111111	v
SRR13076394	HISAT2_TNscope	0.827458	0.743333	0.783143	0.825396888888889	0.695769	0.7537045555555555	v
SRR13076395	Bowtie2_DeepVariant	0.217069	0.58794	0.317073	0.19521744444444444	0.5626706666666667	0.28981511111111113	v
SRR13076395	Bowtie2_DRAGEN-C	0.912801	0.691011	0.786571	0.9358894444444444	0.6579672222222221	0.7709862222222222	v
SRR13076395	Bowtie2_Mutect2	0.90167	0.534653	0.671271	0.9299114444444443	0.5381102222222222	0.6808946666666666	v
SRR13076395	Bowtie2_TNscope	0.877551	0.641791	0.741379	0.8847661111111113	0.6256378888888889	0.7321757777777778	v
SRR13076395	BWA_DeepVariant	0.226345	0.598039	0.328398	0.2234591111111111	0.5951074444444445	0.32489377777777784	v
SRR13076395	BWA_DRAGEN-C	0.931354	0.692414	0.794304	0.9538238888888889	0.6777013333333334	0.7916030000000001	v
SRR13076395	BWA_Mutect2	0.929499	0.579191	0.713675	0.9505257777777777	0.5344727777777778	0.6823222222222223	v
SRR13076395	BWA_TNscope	0.90167	0.683544	0.7776	0.9107400000000001	0.655481888888889	0.7612432222222223	v
SRR13076395	DRAGEN-A_DeepVariant	0.2282	0.588517	0.328877	0.2234591111111111	0.5908916666666666	0.324233	v
SRR13076395	DRAGEN-A_DRAGEN-C	0.931354	0.688615	0.791798	0.9544423333333333	0.6764354444444445	0.7910032222222223	v
SRR13076395	DRAGEN-A_Mutect2	0.929499	0.588719	0.720863	0.9503194444444445	0.5385543333333334	0.6854186666666666	v
SRR13076395	DRAGEN-A_TNscope	0.897959	0.666667	0.765217	0.9086786666666666	0.6455964444444445	0.7539108888888888	v
SRR13076395	DRAGMAP_DeepVariant	0.226345	0.598039	0.328398	0.22510822222222224	0.5952742222222223	0.32665822222222224	v
SRR13076395	DRAGMAP_DRAGEN-C	0.93321	0.686221	0.790881	0.9548547777777778	0.6751362222222222	0.7902443333333333	v
SRR13076395	DRAGMAP_Mutect2	0.929499	0.573227	0.70913	0.9507318888888889	0.532509	0.680637	v
SRR13076395	DRAGMAP_TNscope	0.903525	0.665301	0.766326	0.911977	0.6396574444444444	0.7508196666666667	v
SRR13076395	HISAT2_Mutect2	0.855288	0.693233	0.765781	0.880437	0.6191358888888889	0.7227721111111111	v
SRR13076395	HISAT2_TNscope	0.818182	0.743676	0.779152	0.825396888888889	0.695769	0.7537045555555555	v
SRR13076396	Bowtie2_DeepVariant	0.178108	0.539326	0.267782	0.19521744444444444	0.5626706666666667	0.28981511111111113	P
SRR13076396	Bowtie2_DRAGEN-C	0.953618	0.593533	0.731673	0.9358894444444444	0.6579672222222221	0.7709862222222222	P
SRR13076396	Bowtie2_Mutect2	0.949907	0.493256	0.649334	0.9299114444444443	0.5381102222222222	0.6808946666666666	P
SRR13076396	Bowtie2_TNscope	0.90167	0.626289	0.739163	0.8847661111111113	0.6256378888888889	0.7321757777777778	P
SRR13076396	BWA_DeepVariant	0.215213	0.582915	0.314363	0.2234591111111111	0.5951074444444445	0.32489377777777784	P
SRR13076396	BWA_DRAGEN-C	0.96846	0.642066	0.772189	0.9538238888888889	0.6777013333333334	0.7916030000000001	P
SRR13076396	BWA_Mutect2	0.957328	0.467815	0.628502	0.9505257777777777	0.5344727777777778	0.6823222222222223	P
SRR13076396	BWA_TNscope	0.916512	0.619824	0.739521	0.9107400000000001	0.655481888888889	0.7612432222222223	P
SRR13076396	DRAGEN-A_DeepVariant	0.222635	0.582524	0.322148	0.2234591111111111	0.5908916666666666	0.324233	P
